Key_Dataset,Key_Run,Key_Fold,Key_Scheme,Key_Scheme_options,Key_Scheme_version_ID,Date_time,Number_of_training_instances,Number_of_testing_instances,Number_correct,Number_incorrect,Number_unclassified,Percent_correct,Percent_incorrect,Percent_unclassified,Kappa_statistic,Mean_absolute_error,Root_mean_squared_error,Relative_absolute_error,Root_relative_squared_error,SF_prior_entropy,SF_scheme_entropy,SF_entropy_gain,SF_mean_prior_entropy,SF_mean_scheme_entropy,SF_mean_entropy_gain,KB_information,KB_mean_information,KB_relative_information,True_positive_rate,Num_true_positives,False_positive_rate,Num_false_positives,True_negative_rate,Num_true_negatives,False_negative_rate,Num_false_negatives,IR_precision,IR_recall,F_measure,Matthews_correlation,Area_under_ROC,Area_under_PRC,Weighted_avg_true_positive_rate,Weighted_avg_false_positive_rate,Weighted_avg_true_negative_rate,Weighted_avg_false_negative_rate,Weighted_avg_IR_precision,Weighted_avg_IR_recall,Weighted_avg_F_measure,Weighted_avg_matthews_correlation,Weighted_avg_area_under_ROC,Weighted_avg_area_under_PRC,Unweighted_macro_avg_F_measure,Unweighted_micro_avg_F_measure,Elapsed_Time_training,Elapsed_Time_testing,UserCPU_Time_training,UserCPU_Time_testing,UserCPU_Time_millis_training,UserCPU_Time_millis_testing,Serialized_Model_Size,Serialized_Train_Set_Size,Serialized_Test_Set_Size,Coverage_of_Test_Cases_By_Regions,Size_of_Predicted_Regions,Summary,,,
resultfinal8,4,1,weka.classifiers.bayes.NaiveBayesSimple,'',-1.48E+18,2.02E+07,817,91,88,3,0,96.7032967,3.296703297,0,0.935658732,0.022032116,0.147682375,6.510863669,35.95118384,110.5866366,75.70318007,34.88345654,1.215237765,0.831903078,0.383334687,102.3848979,1.125108768,92.58342693,0.982758621,57,0,0,1,33,0.017241379,1,1,0.982758621,0.991304348,0.976654471,0.99738767,0.998631637,0.967032967,0.006227106,0.993772894,0.032967033,0.96978022,0.967032967,0.96808409,0.953135336,0.996819481,0.977219606,0.91761427,0.967032967,0,0,0,0,0,0,50626,142390,40024,96.7032967,33.33333333,?,,,
resultfinal8,4,2,weka.classifiers.bayes.NaiveBayesSimple,'',-1.48E+18,2.02E+07,817,91,89,2,0,97.8021978,2.197802198,0,0.957297044,0.015018505,0.112430215,4.438222883,27.36954435,110.5866366,74.27054187,36.31609475,1.215237765,0.816159801,0.399077964,106.1043845,1.165982248,95.94684111,0.982758621,57,0,0,1,33,0.017241379,1,1,0.982758621,0.991304348,0.976654471,0.995820272,0.997910136,0.978021978,0.001831502,0.998168498,0.021978022,0.982905983,0.978021978,0.979240091,0.967545702,0.996251185,0.983809577,0.948898835,0.978021978,0,0,0,0,0,0,50626,142390,40024,98.9010989,34.06593407,?,,,
resultfinal8,4,3,weka.classifiers.bayes.NaiveBayesSimple,'',-1.48E+18,2.02E+07,817,91,89,2,0,97.8021978,2.197802198,0,0.956973995,0.016315252,0.121668828,4.821433469,29.61855391,110.5866366,28.70709669,81.87953993,1.215237765,0.315462601,0.899775164,105.665914,1.16116389,95.55034605,1,58,0,0,1,33,0,0,1,1,1,1,1,1,0.978021978,0.001831502,0.998168498,0.021978022,0.982905983,0.978021978,0.978956044,0.974767203,0.9982007,0.987016507,0.945,0.978021978,0,0,0,0,0,0,50626,142390,40024,97.8021978,34.06593407,?,,,
resultfinal8,4,4,weka.classifiers.bayes.NaiveBayesSimple,'',-1.48E+18,2.02E+07,817,91,89,2,0,97.8021978,2.197802198,0,0.956583969,0.014910379,0.120879915,4.40626985,29.42650423,110.5866366,76.69941681,33.88721981,1.215237765,0.842850734,0.372387031,104.6310146,1.14979137,94.61451929,0.982758621,57,0.03030303,1,0.96969697,32,0.017241379,1,0.982758621,0.982758621,0.982758621,0.95245559,0.996865204,0.998287907,0.978021978,0.02022977,0.97977023,0.021978022,0.978021978,0.978021978,0.978021978,0.957792208,0.996039675,0.991416269,0.946633826,0.978021978,0,0,0,0,0,0,50626,142390,40024,97.8021978,33.33333333,?,,,
resultfinal8,4,5,weka.classifiers.bayes.NaiveBayesSimple,'',-1.48E+18,2.02E+07,817,91,89,2,0,97.8021978,2.197802198,0,0.956583969,0.016482115,0.114347494,4.870744421,27.83627889,110.5866366,144.441494,-33.85485734,1.215237765,1.587269164,-0.372031399,104.085304,1.14379455,94.12105044,1,58,0,0,1,33,0,0,1,1,1,1,1,1,0.978021978,0.005311355,0.994688645,0.021978022,0.978021978,0.978021978,0.978021978,0.972710623,0.98508433,0.963402795,0.93956044,0.978021978,0,0,0,0,0,0,50626,142390,40024,98.9010989,34.43223443,?,,,
resultfinal8,4,6,weka.classifiers.bayes.NaiveBayesSimple,'',-1.48E+18,2.02E+07,817,91,89,2,0,97.8021978,2.197802198,0,0.957297044,0.017676923,0.125491572,5.223830368,30.54914688,110.5866366,58.41886018,52.16777644,1.215237765,0.641965496,0.573272269,105.4493397,1.158783952,95.35450475,0.982758621,57,0,0,1,33,0.017241379,1,1,0.982758621,0.991304348,0.976654471,0.997910136,0.998887653,0.978021978,0.001831502,0.998168498,0.021978022,0.982905983,0.978021978,0.979240091,0.967545702,0.996460133,0.970777646,0.948898835,0.978021978,0,0,0,0,0,0,50626,142390,40024,97.8021978,33.6996337,?,,,
resultfinal8,4,7,weka.classifiers.bayes.NaiveBayesSimple,'',-1.48E+18,2.02E+07,817,91,90,1,0,98.9010989,1.098901099,0,0.978389931,0.007351143,0.085592439,2.172387347,20.83626771,110.5866366,121.6889353,-11.10229867,1.215237765,1.337241047,-0.122003282,108.2951884,1.190057015,97.92791578,1,58,0,0,1,33,0,0,1,1,1,1,1,1,0.989010989,9.16E-04,0.999084249,0.010989011,0.990384615,0.989010989,0.989269554,0.986923339,0.997900817,0.978791447,0.97124183,0.989010989,0,0,0,0,0,0,50626,142390,40024,98.9010989,33.33333333,?,,,
resultfinal8,4,8,weka.classifiers.bayes.NaiveBayesSimple,'',-1.48E+18,2.02E+07,817,91,90,1,0,98.9010989,1.098901099,0,0.97870847,0.008756608,0.08638958,2.570488122,20.87308596,111.7337764,31.93958943,79.79418702,1.227843697,0.350984499,0.876859198,109.1473966,1.199421941,97.68523007,1,57,0,0,1,34,0,0,1,1,1,1,1,1,0.989010989,9.16E-04,0.999084249,0.010989011,0.990384615,0.989010989,0.989273619,0.986807592,0.998569139,0.980023548,0.97148847,0.989010989,0,0,0,0,0,0,50626,142390,40024,98.9010989,34.06593407,?,,,
resultfinal8,4,9,weka.classifiers.bayes.NaiveBayesSimple,'',-1.48E+18,2.02E+07,818,90,90,0,0,100,0,0,1,5.36E-04,0.004114606,0.157902351,0.998539386,109.9297827,0.10604994,109.8237328,1.22144203,0.001178333,1.220263698,109.8237328,1.220263698,99.90352938,1,57,0,0,1,33,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,50626,142531,39883,100,33.33333333,?,,,
resultfinal8,4,10,weka.classifiers.bayes.NaiveBayesSimple,'',-1.48E+18,2.02E+07,818,90,88,2,0,97.77777778,2.222222222,0,0.956699543,0.015139938,0.121679587,4.461791222,29.52940419,109.9297827,67.73070496,42.19907777,1.22144203,0.752563388,0.468878642,103.9586612,1.155096236,94.56824042,0.98245614,56,0,0,1,33,0.01754386,1,1,0.98245614,0.991150442,0.976504158,0.997873472,0.998849583,0.977777778,0.005450971,0.994549029,0.022222222,0.9781893,0.977777778,0.977833435,0.965447365,0.996580324,0.989528803,0.943141792,0.977777778,0,0,0,0,0,0,50626,142531,39883,97.77777778,33.33333333,?,,,
resultfinal8,5,1,weka.classifiers.bayes.NaiveBayesSimple,'',-1.48E+18,2.02E+07,817,91,91,0,0,100,0,0,1,1.30E-04,0.001377121,0.038481688,0.335240634,110.5866366,0.025832346,110.5608043,1.215237765,2.84E-04,1.214953893,110.5608043,1.214953893,99.97664063,1,58,0,0,1,33,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,50626,142390,40024,100,33.33333333,?,,,
resultfinal8,5,2,weka.classifiers.bayes.NaiveBayesSimple,'',-1.48E+18,2.02E+07,817,91,90,1,0,98.9010989,1.098901099,0,0.978389931,0.008328165,0.085892888,2.461113965,20.90940773,110.5866366,24.62611743,85.96051918,1.215237765,0.270616675,0.94462109,108.0974686,1.187884271,97.74912406,1,58,0,0,1,33,0,0,1,1,1,1,1,1,0.989010989,9.16E-04,0.999084249,0.010989011,0.990384615,0.989010989,0.989269554,0.986923339,0.998838707,0.989143164,0.97124183,0.989010989,0,0.004,0,0,0,0,50626,142390,40024,98.9010989,33.6996337,?,,,
resultfinal8,5,3,weka.classifiers.bayes.NaiveBayesSimple,'',-1.48E+18,2.02E+07,817,91,90,1,0,98.9010989,1.098901099,0,0.978552911,0.007783795,0.085680469,2.300243457,20.85769747,110.5866366,51.57495908,59.01167753,1.215237765,0.566757792,0.648479973,108.3870714,1.191066719,98.01100273,0.982758621,57,0,0,1,33,0.017241379,1,1,0.982758621,0.991304348,0.976654471,0.99738767,0.998631637,0.989010989,9.16E-04,0.999084249,0.010989011,0.990384615,0.989010989,0.989329511,0.979722719,0.998073355,0.996184371,0.974879227,0.989010989,0,0,0,0,0,0,50626,142390,40024,98.9010989,33.33333333,?,,,
resultfinal8,5,4,weka.classifiers.bayes.NaiveBayesSimple,'',-1.48E+18,2.02E+07,817,91,88,3,0,96.7032967,3.296703297,0,0.935369318,0.022149129,0.148108405,6.545443003,36.05489484,110.5866366,155.837933,-45.25129641,1.215237765,1.712504759,-0.497266994,102.3618008,1.124854954,92.56254097,0.982758621,57,0,0,1,33,0.017241379,1,1,0.982758621,0.991304348,0.976654471,0.989550679,0.995579134,0.967032967,0.00970696,0.99029304,0.032967033,0.967846968,0.967032967,0.967296198,0.950495152,0.989457612,0.974527992,0.930614477,0.967032967,0,0,0,0,0,0,50626,142390,40024,96.7032967,33.33333333,?,,,
resultfinal8,5,5,weka.classifiers.bayes.NaiveBayesSimple,'',-1.48E+18,2.02E+07,817,91,89,2,0,97.8021978,2.197802198,0,0.957297044,0.01758707,0.125284044,5.197277174,30.49862715,110.5866366,18.33459223,92.25204439,1.215237765,0.201479035,1.01375873,105.4637516,1.158942325,95.36753698,0.982758621,57,0,0,1,33,0.017241379,1,1,0.982758621,0.991304348,0.976654471,1,1,0.978021978,0.001831502,0.998168498,0.021978022,0.982905983,0.978021978,0.979240091,0.967545702,0.999738357,0.997056515,0.948898835,0.978021978,0,0,0,0,0,0,50626,142390,40024,97.8021978,33.6996337,?,,,
resultfinal8,5,6,weka.classifiers.bayes.NaiveBayesSimple,'',-1.48E+18,2.02E+07,817,91,87,4,0,95.6043956,4.395604396,0,0.911413969,0.027886424,0.163506586,8.240911038,39.80336406,110.5866366,246.7531782,-136.1665415,1.215237765,2.711573386,-1.496335621,99.84709572,1.097220832,90.28857263,1,58,0.060606061,2,0.939393939,31,0,0,0.966666667,1,0.983050847,0.952932741,0.998955068,0.999410508,0.956043956,0.043939394,0.956060606,0.043956044,0.954505495,0.956043956,0.954639041,0.927843101,0.984072155,0.962535096,0.897819362,0.956043956,0,0,0,0,0,0,50626,142390,40024,96.7032967,33.6996337,?,,,
resultfinal8,5,7,weka.classifiers.bayes.NaiveBayesSimple,'',-1.48E+18,2.02E+07,817,91,89,2,0,97.8021978,2.197802198,0,0.95625,0.015441072,0.121293131,4.563098393,29.52709585,110.5866366,38.6674995,71.91913711,1.215237765,0.424917577,0.790320188,104.3417262,1.146612376,94.35292491,1,58,0.03030303,1,0.96969697,32,0,0,0.983050847,1,0.991452991,0.976351078,0.99738767,0.998486666,0.978021978,0.02022977,0.97977023,0.021978022,0.978208232,0.978021978,0.977961204,0.96534335,0.996203613,0.989732591,0.942996002,0.978021978,0,0,0,0,0,0,50626,142390,40024,97.8021978,33.6996337,?,,,
resultfinal8,5,8,weka.classifiers.bayes.NaiveBayesSimple,'',-1.48E+18,2.02E+07,817,91,88,3,0,96.7032967,3.296703297,0,0.936125409,0.019515119,0.131713317,5.728631656,31.82401641,111.7337764,36.57854518,75.15523127,1.227843697,0.401962035,0.825881662,104.1851242,1.144891475,93.24407314,1,57,0,0,1,34,0,0,1,1,1,1,1,1,0.967032967,0.006467491,0.993532509,0.032967033,0.969357566,0.967032967,0.967820858,0.959805135,0.995241366,0.98358919,0.914465409,0.967032967,0,0,0,0,0,0,50626,142390,40024,97.8021978,33.6996337,?,,,
resultfinal8,5,9,weka.classifiers.bayes.NaiveBayesSimple,'',-1.48E+18,2.02E+07,818,90,88,2,0,97.77777778,2.222222222,0,0.957406531,0.015005162,0.121651935,4.422072308,29.52269356,109.9297827,129.4520795,-19.52229682,1.22144203,1.438356439,-0.216914409,105.6755876,1.174173196,96.13007958,0.964912281,55,0,0,1,33,0.035087719,2,1,0.964912281,0.982142857,0.953820966,0.994152047,0.99691155,0.977777778,0.001874163,0.998125837,0.022222222,0.982716049,0.977777778,0.978968254,0.960737586,0.995091477,0.976685957,0.952380952,0.977777778,0,0,0,0,0,0,50626,142531,39883,97.77777778,33.33333333,?,,,
resultfinal8,5,10,weka.classifiers.bayes.NaiveBayesSimple,'',-1.48E+18,2.02E+07,818,90,89,1,0,98.88888889,1.111111111,0,0.978448276,0.012074911,0.09426183,3.558517244,22.87561749,109.9297827,35.35736281,74.57241991,1.22144203,0.392859587,0.828582443,106.7135219,1.185705799,97.07425893,0.98245614,56,0,0,1,33,0.01754386,1,1,0.98245614,0.991150442,0.976504158,0.998405104,0.999122807,0.988888889,9.37E-04,0.999062918,0.011111111,0.990277778,0.988888889,0.989210095,0.979656364,0.998052817,0.980357143,0.974827925,0.988888889,0,0,0,0,0,0,50626,142531,39883,98.88888889,34.44444444,?,,,
resultfinal8,6,1,weka.classifiers.bayes.NaiveBayesSimple,'',-1.48E+18,2.02E+07,817,91,90,1,0,98.9010989,1.098901099,0,0.978856877,0.012752607,0.095076718,3.743507171,22.97203566,111.7337764,49.64745257,62.08632388,1.227843697,0.545576402,0.682267295,108.3226161,1.190358418,96.94706428,0.98245614,56,0,0,1,34,0.01754386,1,1,0.98245614,0.991150442,0.976926796,0.997420021,0.998585173,0.989010989,9.16E-04,0.999084249,0.010989011,0.990384615,0.989010989,0.989328665,0.980149841,0.997991504,0.994338803,0.974827925,0.989010989,0,0,0,0,0,0,50626,142390,40024,98.9010989,34.43223443,?,,,
resultfinal8,6,2,weka.classifiers.bayes.NaiveBayesSimple,'',-1.48E+18,2.02E+07,817,91,88,3,0,96.7032967,3.296703297,0,0.936702991,0.022167668,0.147509309,6.550921617,35.90905331,110.5866366,45.82555241,64.76108421,1.215237765,0.503577499,0.711660266,104.0469201,1.143372748,94.08634103,0.965517241,56,0,0,1,33,0.034482759,2,1,0.965517241,0.98245614,0.954119923,0.997910136,0.998887653,0.967032967,0.002747253,0.997252747,0.032967033,0.976923077,0.967032967,0.969641298,0.949354484,0.997752248,0.980413481,0.92879257,0.967032967,0,0,0,0,0,0,50626,142390,40024,96.7032967,33.33333333,?,,,
resultfinal8,6,3,weka.classifiers.bayes.NaiveBayesSimple,'',-1.48E+18,2.02E+07,817,91,90,1,0,98.9010989,1.098901099,0,0.978552911,0.007512617,0.085425005,2.220105786,20.79550838,110.5866366,54.81890436,55.76773226,1.215237765,0.602405542,0.612832223,108.4418354,1.191668521,98.06052408,0.982758621,57,0,0,1,33,0.017241379,1,1,0.982758621,0.991304348,0.976654471,0.997910136,0.998887653,0.989010989,9.16E-04,0.999084249,0.010989011,0.990384615,0.989010989,0.989329511,0.979722719,0.998537177,0.997917405,0.974879227,0.989010989,0,0.004,0,0,0,0,50626,142390,40024,98.9010989,33.33333333,?,,,
resultfinal8,6,4,weka.classifiers.bayes.NaiveBayesSimple,'',-1.48E+18,2.02E+07,817,91,90,1,0,98.9010989,1.098901099,0,0.978552911,0.007370815,0.085593095,2.178200654,20.83642739,110.5866366,65.42301997,45.16361665,1.215237765,0.718934285,0.49630348,108.4700223,1.191978267,98.08601255,0.982758621,57,0,0,1,33,0.017241379,1,1,0.982758621,0.991304348,0.976654471,0.996342738,0.998143236,0.989010989,9.16E-04,0.999084249,0.010989011,0.990384615,0.989010989,0.989329511,0.979722719,0.996753247,0.979939017,0.974879227,0.989010989,0,0,0,0,0,0,50626,142390,40024,98.9010989,33.33333333,?,,,
resultfinal8,6,5,weka.classifiers.bayes.NaiveBayesSimple,'',-1.48E+18,2.02E+07,817,91,90,1,0,98.9010989,1.098901099,0,0.978389931,0.007442806,0.085593862,2.199475183,20.83661413,110.5866366,30.06267472,80.52396189,1.215237765,0.330359063,0.884878702,108.2771134,1.189858389,97.91157117,1,58,0,0,1,33,0,0,1,1,1,1,1,1,0.989010989,9.16E-04,0.999084249,0.010989011,0.990384615,0.989010989,0.989269554,0.986923339,0.998408002,0.979657248,0.97124183,0.989010989,0,0,0,0,0,0,50626,142390,40024,98.9010989,33.33333333,?,,,
resultfinal8,6,6,weka.classifiers.bayes.NaiveBayesSimple,'',-1.48E+18,2.02E+07,817,91,90,1,0,98.9010989,1.098901099,0,0.978193146,0.00753169,0.085385985,2.225741951,20.78600952,110.5866366,8.647762005,101.9388746,1.215237765,0.095030352,1.120207413,106.7491821,1.173067935,96.52991113,1,58,0,0,1,33,0,0,1,1,1,1,1,1,0.989010989,0.004395604,0.995604396,0.010989011,0.989417989,0.989010989,0.988692005,0.986367689,0.999400233,0.996728343,0.968069666,0.989010989,0,0,0,0,0,0,50626,142390,40024,98.9010989,33.33333333,?,,,
resultfinal8,6,7,weka.classifiers.bayes.NaiveBayesSimple,'',-1.48E+18,2.02E+07,817,91,85,6,0,93.40659341,6.593406593,0,0.870339587,0.044126553,0.207183796,13.04014434,50.43596253,110.5866366,221.8665557,-111.2799191,1.215237765,2.438094019,-1.222856254,93.99209756,1.032880193,84.99408286,0.982758621,57,0.03030303,1,0.96969697,32,0.017241379,1,0.982758621,0.982758621,0.982758621,0.95245559,0.998955068,0.999425287,0.934065934,0.030852481,0.969147519,0.065934066,0.937307692,0.934065934,0.935358759,0.903074815,0.98006499,0.932000212,0.850462024,0.934065934,0.004,0,0,0,0,0,50626,142390,40024,93.40659341,33.6996337,?,,,
resultfinal8,6,8,weka.classifiers.bayes.NaiveBayesSimple,'',-1.48E+18,2.02E+07,817,91,90,1,0,98.9010989,1.098901099,0,0.978389931,0.008360632,0.086178674,2.470708409,20.97897838,110.5866366,15.97206698,94.61456963,1.215237765,0.17551722,1.039720545,108.0856206,1.187754072,97.73841023,1,58,0,0,1,33,0,0,1,1,1,1,1,1,0.989010989,9.16E-04,0.999084249,0.010989011,0.990384615,0.989010989,0.989269554,0.986923339,0.998800467,0.991562009,0.97124183,0.989010989,0,0,0,0,0,0,50626,142390,40024,98.9010989,33.6996337,?,,,
resultfinal8,6,9,weka.classifiers.bayes.NaiveBayesSimple,'',-1.48E+18,2.02E+07,818,90,88,2,0,97.77777778,2.222222222,0,0.956772334,0.01251458,0.097989894,3.688089279,23.78035022,109.9297827,132.4464497,-22.51666693,1.22144203,1.471627218,-0.250185188,106.3164339,1.18129371,96.71303928,1,57,0,0,1,33,0,0,1,1,1,1,1,1,0.977777778,0.001874163,0.998125837,0.022222222,0.982716049,0.977777778,0.978722222,0.974413148,0.997674029,0.978298319,0.945,0.977777778,0,0,0,0,0,0,50626,142531,39883,98.88888889,34.07407407,?,,,
resultfinal8,6,10,weka.classifiers.bayes.NaiveBayesSimple,'',-1.48E+18,2.02E+07,818,90,88,2,0,97.77777778,2.222222222,0,0.956374212,0.016968236,0.123885137,5.000596715,30.06465095,109.9297827,29.47875641,80.45102631,1.22144203,0.327541738,0.893900292,103.3469815,1.148299794,94.01181274,1,57,0,0,1,33,0,0,1,1,1,1,1,1,0.977777778,0.005450971,0.994549029,0.022222222,0.977777778,0.977777778,0.977777778,0.972326807,0.99677669,0.989160719,0.93956044,0.977777778,0,0,0,0,0,0,50626,142531,39883,97.77777778,33.7037037,?,,,
resultfinal8,7,1,weka.classifiers.bayes.NaiveBayesSimple,'',-1.48E+18,2.02E+07,817,91,90,1,0,98.9010989,1.098901099,0,0.978856877,0.007693436,0.085576305,2.258395658,20.67658593,111.7337764,10.88310319,100.8506733,1.227843697,0.119594541,1.108249157,109.551057,1.203857769,98.04649987,0.98245614,56,0,0,1,34,0.01754386,1,1,0.98245614,0.991150442,0.976926796,1,1,0.989010989,9.16E-04,0.999084249,0.010989011,0.990384615,0.989010989,0.989328665,0.980149841,0.999869178,0.998626374,0.974827925,0.989010989,0,0,0,0,0,0,50626,142390,40024,98.9010989,33.33333333,?,,,
resultfinal8,7,2,weka.classifiers.bayes.NaiveBayesSimple,'',-1.48E+18,2.02E+07,817,91,89,2,0,97.8021978,2.197802198,0,0.956583969,0.014311286,0.112254049,4.229227478,27.3266594,110.5866366,23.95880683,86.62782978,1.215237765,0.263283592,0.951954173,104.5829534,1.149263224,94.57105901,1,58,0,0,1,33,0,0,1,1,1,1,1,1,0.978021978,0.005311355,0.994688645,0.021978022,0.978021978,0.978021978,0.978021978,0.972710623,0.998069879,0.99180112,0.93956044,0.978021978,0,0.004,0,0,0,0,50626,142390,40024,98.9010989,34.06593407,?,,,
resultfinal8,7,3,weka.classifiers.bayes.NaiveBayesSimple,'',-1.48E+18,2.02E+07,817,91,90,1,0,98.9010989,1.098901099,0,0.978552911,0.009807172,0.088764244,2.898185416,21.60839883,110.5866366,57.13061181,53.4560248,1.215237765,0.627808921,0.587428844,107.9228971,1.185965902,97.59126451,0.982758621,57,0,0,1,33,0.017241379,1,1,0.982758621,0.991304348,0.976654471,0.99738767,0.998631637,0.989010989,9.16E-04,0.999084249,0.010989011,0.990384615,0.989010989,0.989329511,0.979722719,0.997942534,0.994352869,0.974879227,0.989010989,0,0,0,0,0,0,50626,142390,40024,98.9010989,33.6996337,?,,,
resultfinal8,7,4,weka.classifiers.bayes.NaiveBayesSimple,'',-1.48E+18,2.02E+07,817,91,89,2,0,97.8021978,2.197802198,0,0.956583969,0.014815061,0.121052192,4.378101647,29.46844273,110.5866366,91.24153275,19.34510386,1.215237765,1.002654206,0.212583559,104.6498728,1.149998602,94.63157215,0.982758621,57,0.03030303,1,0.96969697,32,0.017241379,1,0.982758621,0.982758621,0.982758621,0.95245559,0.99477534,0.99731039,0.978021978,0.02022977,0.97977023,0.021978022,0.978021978,0.978021978,0.978021978,0.957792208,0.994707673,0.9746005,0.946633826,0.978021978,0,0,0,0,0,0,50626,142390,40024,97.8021978,33.33333333,?,,,
resultfinal8,7,5,weka.classifiers.bayes.NaiveBayesSimple,'',-1.48E+18,2.02E+07,817,91,87,4,0,95.6043956,4.395604396,0,0.913947991,0.030000041,0.171102761,8.865520487,41.65254516,110.5866366,187.8307167,-77.24408009,1.215237765,2.06407381,-0.848836045,99.790105,1.09659456,90.23703772,1,58,0,0,1,33,0,0,1,1,1,1,1,1,0.956043956,0.007142857,0.992857143,0.043956044,0.962454212,0.956043956,0.957912088,0.948368917,0.984532866,0.942455418,0.89,0.956043956,0,0,0,0,0,0,50626,142390,40024,95.6043956,33.6996337,?,,,
resultfinal8,7,6,weka.classifiers.bayes.NaiveBayesSimple,'',-1.48E+18,2.02E+07,817,91,90,1,0,98.9010989,1.098901099,0,0.978389931,0.008042109,0.08053296,2.376579501,19.60460922,110.5866366,4.082367497,106.5042691,1.215237765,0.044861181,1.170376584,108.1455505,1.188412643,97.792603,1,58,0,0,1,33,0,0,1,1,1,1,1,1,0.989010989,9.16E-04,0.999084249,0.010989011,0.990384615,0.989010989,0.989269554,0.986923339,1,1,0.97124183,0.989010989,0,0,0,0,0,0,50626,142390,40024,100,34.06593407,?,,,
resultfinal8,7,7,weka.classifiers.bayes.NaiveBayesSimple,'',-1.48E+18,2.02E+07,817,91,90,1,0,98.9010989,1.098901099,0,0.978389931,0.007719206,0.085663353,2.281156201,20.85353062,110.5866366,24.6078366,85.97880002,1.215237765,0.270415787,0.944821978,108.2214781,1.189247012,97.86126188,1,58,0,0,1,33,0,0,1,1,1,1,1,1,0.989010989,9.16E-04,0.999084249,0.010989011,0.990384615,0.989010989,0.989269554,0.986923339,0.99913859,0.992242282,0.97124183,0.989010989,0,0,0,0,0,0,50626,142390,40024,98.9010989,33.33333333,?,,,
resultfinal8,7,8,weka.classifiers.bayes.NaiveBayesSimple,'',-1.48E+18,2.02E+07,817,91,88,3,0,96.7032967,3.296703297,0,0.936229853,0.022077209,0.148221107,6.524189495,36.08233033,110.5866366,76.36455289,34.22208373,1.215237765,0.839170911,0.376066854,103.8863032,1.141607728,93.94110029,0.982758621,57,0,0,1,33,0.017241379,1,1,0.982758621,0.991304348,0.976654471,0.99738767,0.998631637,0.967032967,0.002747253,0.997252747,0.032967033,0.976923077,0.967032967,0.969454484,0.956059096,0.997004644,0.991524452,0.924944587,0.967032967,0,0,0,0,0,0,50626,142390,40024,96.7032967,33.33333333,?,,,
resultfinal8,7,9,weka.classifiers.bayes.NaiveBayesSimple,'',-1.48E+18,2.02E+07,818,90,90,0,0,100,0,0,1,3.41E-04,0.003142545,0.100587703,0.76263806,109.9297827,0.067460077,109.8623226,1.22144203,7.50E-04,1.220692474,109.8623226,1.220692474,99.93863348,1,57,0,0,1,33,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,50626,142531,39883,100,33.33333333,?,,,
resultfinal8,7,10,weka.classifiers.bayes.NaiveBayesSimple,'',-1.48E+18,2.02E+07,818,90,87,3,0,96.66666667,3.333333333,0,0.93582125,0.023209643,0.149304604,6.839960685,36.23348929,109.9297827,110.3354553,-0.40567256,1.22144203,1.225949503,-0.004507473,101.7074275,1.130082528,92.52035706,0.964912281,55,0,0,1,33,0.035087719,2,1,0.964912281,0.982142857,0.953820966,0.994152047,0.99691155,0.966666667,0.006388052,0.993611948,0.033333333,0.969855967,0.966666667,0.967684187,0.946328035,0.994114653,0.967235633,0.921091644,0.966666667,0,0,0,0,0,0,50626,142531,39883,96.66666667,33.7037037,?,,,
resultfinal8,8,1,weka.classifiers.bayes.NaiveBayesSimple,'',-1.48E+18,2.02E+07,817,91,89,2,0,97.8021978,2.197802198,0,0.956583969,0.014738009,0.121047014,4.355331605,29.46718212,110.5866366,51.96634573,58.62029088,1.215237765,0.571058744,0.644179021,104.486455,1.148202802,94.4837986,1,58,0,0,1,33,0,0,1,1,1,1,1,1,0.978021978,0.005311355,0.994688645,0.021978022,0.978021978,0.978021978,0.978021978,0.972710623,0.996308819,0.977451449,0.93956044,0.978021978,0.004,0,0.015625,0,15.625,0,50626,142390,40024,97.8021978,33.33333333,?,,,
resultfinal8,8,2,weka.classifiers.bayes.NaiveBayesSimple,'',-1.48E+18,2.02E+07,817,91,89,2,0,97.8021978,2.197802198,0,0.957297044,0.014921319,0.120789906,4.40950282,29.40459273,110.5866366,79.36187924,31.22475737,1.215237765,0.872108563,0.343129202,106.1388951,1.166361484,95.9780479,0.982758621,57,0,0,1,33,0.017241379,1,1,0.982758621,0.991304348,0.976654471,0.996342738,0.998143236,0.978021978,0.001831502,0.998168498,0.021978022,0.982905983,0.978021978,0.979240091,0.967545702,0.996753247,0.979939017,0.948898835,0.978021978,0,0,0,0,0,0,50626,142390,40024,97.8021978,33.33333333,?,,,
